regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Sudeste;MG;Guaranésia;31;312830;31002;GUAXUPE;2021-07-06;27;19021;1558;0;28;0;;;0
Sudeste;MG;Guarani;31;312840;31048;UBA;2021-07-01;26;8911;861;1;5;0;;;0
Sudeste;MG;Guarani;31;312840;31048;UBA;2021-07-02;26;8911;861;0;5;0;;;0
Sudeste;MG;Guarani;31;312840;31048;UBA;2021-07-03;26;8911;866;5;5;0;;;0
Sudeste;MG;Guarani;31;312840;31048;UBA;2021-07-04;27;8911;866;0;5;0;;;0
Sudeste;MG;Guarani;31;312840;31048;UBA;2021-07-05;27;8911;866;0;5;0;;;0
Sudeste;MG;Guarani;31;312840;31048;UBA;2021-07-06;27;8911;869;3;5;0;;;0
Sudeste;MG;Guarará;31;312850;31047;SAO JOAO NEPOMUCENO / BICAS;2021-07-01;26;3796;547;0;18;0;;;0
Sudeste;MG;Guarará;31;312850;31047;SAO JOAO NEPOMUCENO / BICAS;2021-07-02;26;3796;548;1;18;0;;;0
Sudeste;MG;Guarará;31;312850;31047;SAO JOAO NEPOMUCENO / BICAS;2021-07-03;26;3796;548;0;18;0;;;0
Sudeste;MG;Guarará;31;312850;31047;SAO JOAO NEPOMUCENO / BICAS;2021-07-04;27;3796;548;0;18;0;;;0
Sudeste;MG;Guarará;31;312850;31047;SAO JOAO NEPOMUCENO / BICAS;2021-07-05;27;3796;548;0;18;0;;;0
Sudeste;MG;Guarará;31;312850;31047;SAO JOAO NEPOMUCENO / BICAS;2021-07-06;27;3796;548;0;18;0;;;0
Sudeste;MG;Guarda-Mor;31;312860;31057;PATOS DE MINAS;2021-07-01;26;6580;583;0;11;0;;;0
Sudeste;MG;Guarda-Mor;31;312860;31057;PATOS DE MINAS;2021-07-02;26;6580;584;1;11;0;;;0
Sudeste;MG;Guarda-Mor;31;312860;31057;PATOS DE MINAS;2021-07-03;26;6580;586;2;11;0;;;0
Sudeste;MG;Guarda-Mor;31;312860;31057;PATOS DE MINAS;2021-07-04;27;6580;591;5;11;0;;;0
Sudeste;MG;Guarda-Mor;31;312860;31057;PATOS DE MINAS;2021-07-05;27;6580;591;0;11;0;;;0
Sudeste;MG;Guarda-Mor;31;312860;31057;PATOS DE MINAS;2021-07-06;27;6580;591;0;11;0;;;0
Sudeste;MG;Guaxupé;31;312870;31002;GUAXUPE;2021-07-01;26;51917;5188;14;113;0;;;0
Sudeste;MG;Guaxupé;31;312870;31002;GUAXUPE;2021-07-02;26;51917;5198;10;115;2;;;0
Sudeste;MG;Guaxupé;31;312870;31002;GUAXUPE;2021-07-03;26;51917;5212;14;116;1;;;0
Sudeste;MG;Guaxupé;31;312870;31002;GUAXUPE;2021-07-04;27;51917;5218;6;120;4;;;0
Sudeste;MG;Guaxupé;31;312870;31002;GUAXUPE;2021-07-05;27;51917;5223;5;120;0;;;0
Sudeste;MG;Guaxupé;31;312870;31002;GUAXUPE;2021-07-06;27;51917;5223;0;120;0;;;0
Sudeste;MG;Guidoval;31;312880;31048;UBA;2021-07-01;26;7078;708;3;17;0;;;0
Sudeste;MG;Guidoval;31;312880;31048;UBA;2021-07-02;26;7078;709;1;17;0;;;0
Sudeste;MG;Guidoval;31;312880;31048;UBA;2021-07-03;26;7078;709;0;17;0;;;0
Sudeste;MG;Guidoval;31;312880;31048;UBA;2021-07-04;27;7078;709;0;17;0;;;0
Sudeste;MG;Guidoval;31;312880;31048;UBA;2021-07-05;27;7078;709;0;17;0;;;0
Sudeste;MG;Guidoval;31;312880;31048;UBA;2021-07-06;27;7078;711;2;17;0;;;0
Sudeste;MG;Guimarânia;31;312890;31057;PATOS DE MINAS;2021-07-01;26;8039;920;1;15;0;;;0
Sudeste;MG;Guimarânia;31;312890;31057;PATOS DE MINAS;2021-07-02;26;8039;924;4;16;1;;;0
Sudeste;MG;Guimarânia;31;312890;31057;PATOS DE MINAS;2021-07-03;26;8039;927;3;16;0;;;0
Sudeste;MG;Guimarânia;31;312890;31057;PATOS DE MINAS;2021-07-04;27;8039;928;1;16;0;;;0
Sudeste;MG;Guimarânia;31;312890;31057;PATOS DE MINAS;2021-07-05;27;8039;931;3;16;0;;;0
Sudeste;MG;Guimarânia;31;312890;31057;PATOS DE MINAS;2021-07-06;27;8039;931;0;16;0;;;0
Sudeste;MG;Guiricema;31;312900;31048;UBA;2021-07-01;26;8392;779;0;31;0;;;0
Sudeste;MG;Guiricema;31;312900;31048;UBA;2021-07-02;26;8392;780;1;31;0;;;0
Sudeste;MG;Guiricema;31;312900;31048;UBA;2021-07-03;26;8392;784;4;31;0;;;0
Sudeste;MG;Guiricema;31;312900;31048;UBA;2021-07-04;27;8392;784;0;31;0;;;0
Sudeste;MG;Guiricema;31;312900;31048;UBA;2021-07-05;27;8392;784;0;31;0;;;0
Sudeste;MG;Guiricema;31;312900;31048;UBA;2021-07-06;27;8392;787;3;31;0;;;0
Sudeste;MG;Gurinhatã;31;312910;31073;ITUIUTABA;2021-07-01;26;5639;293;4;5;0;;;0
Sudeste;MG;Gurinhatã;31;312910;31073;ITUIUTABA;2021-07-02;26;5639;293;0;5;0;;;0
Sudeste;MG;Gurinhatã;31;312910;31073;ITUIUTABA;2021-07-03;26;5639;294;1;5;0;;;0
Sudeste;MG;Gurinhatã;31;312910;31073;ITUIUTABA;2021-07-04;27;5639;297;3;5;0;;;0
Sudeste;MG;Gurinhatã;31;312910;31073;ITUIUTABA;2021-07-05;27;5639;297;0;5;0;;;0
Sudeste;MG;Gurinhatã;31;312910;31073;ITUIUTABA;2021-07-06;27;5639;297;0;5;0;;;0
Sudeste;MG;Heliodora;31;312920;31007;POUSO ALEGRE;2021-07-01;26;6558;619;5;11;0;;;0
Sudeste;MG;Heliodora;31;312920;31007;POUSO ALEGRE;2021-07-02;26;6558;623;4;11;0;;;0
Sudeste;MG;Heliodora;31;312920;31007;POUSO ALEGRE;2021-07-03;26;6558;628;5;11;0;;;0
Sudeste;MG;Heliodora;31;312920;31007;POUSO ALEGRE;2021-07-04;27;6558;628;0;11;0;;;0
Sudeste;MG;Heliodora;31;312920;31007;POUSO ALEGRE;2021-07-05;27;6558;628;0;11;0;;;0
Sudeste;MG;Heliodora;31;312920;31007;POUSO ALEGRE;2021-07-06;27;6558;638;10;11;0;;;0
Sudeste;MG;Iapu;31;312930;31037;IPATINGA;2021-07-01;26;11004;867;0;32;0;;;0
Sudeste;MG;Iapu;31;312930;31037;IPATINGA;2021-07-02;26;11004;873;6;32;0;;;0
Sudeste;MG;Iapu;31;312930;31037;IPATINGA;2021-07-03;26;11004;878;5;32;0;;;0
Sudeste;MG;Iapu;31;312930;31037;IPATINGA;2021-07-04;27;11004;881;3;32;0;;;0
Sudeste;MG;Iapu;31;312930;31037;IPATINGA;2021-07-05;27;11004;881;0;32;0;;;0
Sudeste;MG;Iapu;31;312930;31037;IPATINGA;2021-07-06;27;11004;881;0;32;0;;;0
Sudeste;MG;Ibertioga;31;312940;31013;BARBACENA;2021-07-01;26;5021;223;0;9;0;;;0
Sudeste;MG;Ibertioga;31;312940;31013;BARBACENA;2021-07-02;26;5021;224;1;9;0;;;0
Sudeste;MG;Ibertioga;31;312940;31013;BARBACENA;2021-07-03;26;5021;225;1;9;0;;;0
Sudeste;MG;Ibertioga;31;312940;31013;BARBACENA;2021-07-04;27;5021;229;4;10;1;;;0
Sudeste;MG;Ibertioga;31;312940;31013;BARBACENA;2021-07-05;27;5021;229;0;10;0;;;0
Sudeste;MG;Ibertioga;31;312940;31013;BARBACENA;2021-07-06;27;5021;229;0;10;0;;;0
Sudeste;MG;Ibiá;31;312950;31070;ARAXA;2021-07-01;26;25199;2206;11;42;0;;;0
Sudeste;MG;Ibiá;31;312950;31070;ARAXA;2021-07-02;26;25199;2222;16;42;0;;;0
Sudeste;MG;Ibiá;31;312950;31070;ARAXA;2021-07-03;26;25199;2228;6;42;0;;;0
Sudeste;MG;Ibiá;31;312950;31070;ARAXA;2021-07-04;27;25199;2228;0;42;0;;;0
Sudeste;MG;Ibiá;31;312950;31070;ARAXA;2021-07-05;27;25199;2228;0;42;0;;;0
Sudeste;MG;Ibiá;31;312950;31070;ARAXA;2021-07-06;27;25199;2228;0;42;0;;;0
Sudeste;MG;Ibiaí;31;312960;31055;PIRAPORA;2021-07-01;26;8395;313;0;8;0;;;0
Sudeste;MG;Ibiaí;31;312960;31055;PIRAPORA;2021-07-02;26;8395;313;0;8;0;;;0
Sudeste;MG;Ibiaí;31;312960;31055;PIRAPORA;2021-07-03;26;8395;313;0;8;0;;;0
Sudeste;MG;Ibiaí;31;312960;31055;PIRAPORA;2021-07-04;27;8395;313;0;8;0;;;0
Sudeste;MG;Ibiaí;31;312960;31055;PIRAPORA;2021-07-05;27;8395;313;0;8;0;;;0
Sudeste;MG;Ibiaí;31;312960;31055;PIRAPORA;2021-07-06;27;8395;313;0;8;0;;;0
Sudeste;MG;Ibiracatu;31;312965;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-01;26;5400;195;0;2;0;;;0
Sudeste;MG;Ibiracatu;31;312965;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-02;26;5400;195;0;2;0;;;0
Sudeste;MG;Ibiracatu;31;312965;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-03;26;5400;202;7;2;0;;;0
Sudeste;MG;Ibiracatu;31;312965;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-04;27;5400;202;0;2;0;;;0
Sudeste;MG;Ibiracatu;31;312965;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-05;27;5400;202;0;2;0;;;0
Sudeste;MG;Ibiracatu;31;312965;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-06;27;5400;202;0;2;0;;;0
Sudeste;MG;Ibiraci;31;312970;31091;CASSIA;2021-07-01;26;13828;920;12;22;0;;;0
Sudeste;MG;Ibiraci;31;312970;31091;CASSIA;2021-07-02;26;13828;921;1;22;0;;;0
Sudeste;MG;Ibiraci;31;312970;31091;CASSIA;2021-07-03;26;13828;923;2;22;0;;;0
Sudeste;MG;Ibiraci;31;312970;31091;CASSIA;2021-07-04;27;13828;923;0;22;0;;;0
Sudeste;MG;Ibiraci;31;312970;31091;CASSIA;2021-07-05;27;13828;923;0;22;0;;;0
Sudeste;MG;Ibiraci;31;312970;31091;CASSIA;2021-07-06;27;13828;927;4;22;0;;;0
Sudeste;MG;Ibirité;31;312980;31018;CONTAGEM;2021-07-01;26;180204;8827;29;352;8;;;1
Sudeste;MG;Ibirité;31;312980;31018;CONTAGEM;2021-07-02;26;180204;8847;20;354;2;;;1
Sudeste;MG;Ibirité;31;312980;31018;CONTAGEM;2021-07-03;26;180204;8849;2;355;1;;;1
Sudeste;MG;Ibirité;31;312980;31018;CONTAGEM;2021-07-04;27;180204;8849;0;358;3;;;1
Sudeste;MG;Ibirité;31;312980;31018;CONTAGEM;2021-07-05;27;180204;8849;0;358;0;;;1
Sudeste;MG;Ibirité;31;312980;31018;CONTAGEM;2021-07-06;27;180204;8871;22;358;0;;;1
Sudeste;MG;Ibitiúra de Minas;31;312990;31006;POCOS DE CALDAS;2021-07-01;26;3488;480;4;4;0;;;0
Sudeste;MG;Ibitiúra de Minas;31;312990;31006;POCOS DE CALDAS;2021-07-02;26;3488;483;3;4;0;;;0
Sudeste;MG;Ibitiúra de Minas;31;312990;31006;POCOS DE CALDAS;2021-07-03;26;3488;486;3;4;0;;;0
Sudeste;MG;Ibitiúra de Minas;31;312990;31006;POCOS DE CALDAS;2021-07-04;27;3488;494;8;4;0;;;0
Sudeste;MG;Ibitiúra de Minas;31;312990;31006;POCOS DE CALDAS;2021-07-05;27;3488;494;0;4;0;;;0
Sudeste;MG;Ibitiúra de Minas;31;312990;31006;POCOS DE CALDAS;2021-07-06;27;3488;494;0;4;0;;;0
Sudeste;MG;Ibituruna;31;313000;31015;SAO JOAO DEL REI;2021-07-01;26;2989;301;3;1;0;;;0
Sudeste;MG;Ibituruna;31;313000;31015;SAO JOAO DEL REI;2021-07-02;26;2989;303;2;1;0;;;0
Sudeste;MG;Ibituruna;31;313000;31015;SAO JOAO DEL REI;2021-07-03;26;2989;305;2;1;0;;;0
Sudeste;MG;Ibituruna;31;313000;31015;SAO JOAO DEL REI;2021-07-04;27;2989;305;0;1;0;;;0
Sudeste;MG;Ibituruna;31;313000;31015;SAO JOAO DEL REI;2021-07-05;27;2989;305;0;1;0;;;0
Sudeste;MG;Ibituruna;31;313000;31015;SAO JOAO DEL REI;2021-07-06;27;2989;305;0;1;0;;;0
Sudeste;MG;Icaraí de Minas;31;313005;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-01;26;11990;279;0;3;0;;;0
Sudeste;MG;Icaraí de Minas;31;313005;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-02;26;11990;282;3;3;0;;;0
Sudeste;MG;Icaraí de Minas;31;313005;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-03;26;11990;284;2;3;0;;;0
Sudeste;MG;Icaraí de Minas;31;313005;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-04;27;11990;284;0;3;0;;;0
Sudeste;MG;Icaraí de Minas;31;313005;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-05;27;11990;284;0;3;0;;;0
Sudeste;MG;Icaraí de Minas;31;313005;31049;BRASILIA DE MINAS/SAO FRANCISCO;2021-07-06;27;11990;284;0;3;0;;;0
Sudeste;MG;Igarapé;31;313010;31017;BETIM;2021-07-01;26;43045;2853;0;87;0;;;1
Sudeste;MG;Igarapé;31;313010;31017;BETIM;2021-07-02;26;43045;2853;0;87;0;;;1
Sudeste;MG;Igarapé;31;313010;31017;BETIM;2021-07-03;26;43045;2853;0;87;0;;;1
Sudeste;MG;Igarapé;31;313010;31017;BETIM;2021-07-04;27;43045;2911;58;87;0;;;1
Sudeste;MG;Igarapé;31;313010;31017;BETIM;2021-07-05;27;43045;2911;0;87;0;;;1
Sudeste;MG;Igarapé;31;313010;31017;BETIM;2021-07-06;27;43045;2911;0;87;0;;;1
Sudeste;MG;Igaratinga;31;313020;31032;PARA DE MINAS;2021-07-01;26;10860;963;0;13;0;;;0
Sudeste;MG;Igaratinga;31;313020;31032;PARA DE MINAS;2021-07-02;26;10860;963;0;13;0;;;0
Sudeste;MG;Igaratinga;31;313020;31032;PARA DE MINAS;2021-07-03;26;10860;963;0;13;0;;;0
Sudeste;MG;Igaratinga;31;313020;31032;PARA DE MINAS;2021-07-04;27;10860;963;0;13;0;;;0
Sudeste;MG;Igaratinga;31;313020;31032;PARA DE MINAS;2021-07-05;27;10860;963;0;13;0;;;0
Sudeste;MG;Igaratinga;31;313020;31032;PARA DE MINAS;2021-07-06;27;10860;963;0;13;0;;;0
Sudeste;MG;Iguatama;31;313030;31030;FORMIGA;2021-07-01;26;7947;520;0;9;0;;;0
Sudeste;MG;Iguatama;31;313030;31030;FORMIGA;2021-07-02;26;7947;520;0;9;0;;;0
Sudeste;MG;Iguatama;31;313030;31030;FORMIGA;2021-07-03;26;7947;520;0;9;0;;;0
Sudeste;MG;Iguatama;31;313030;31030;FORMIGA;2021-07-04;27;7947;582;62;9;0;;;0
Sudeste;MG;Iguatama;31;313030;31030;FORMIGA;2021-07-05;27;7947;582;0;9;0;;;0
Sudeste;MG;Iguatama;31;313030;31030;FORMIGA;2021-07-06;27;7947;582;0;9;0;;;0
Sudeste;MG;Ijaci;31;313040;31004;LAVRAS;2021-07-01;26;6550;380;4;10;1;;;0
Sudeste;MG;Ijaci;31;313040;31004;LAVRAS;2021-07-02;26;6550;382;2;10;0;;;0
Sudeste;MG;Ijaci;31;313040;31004;LAVRAS;2021-07-03;26;6550;386;4;10;0;;;0
Sudeste;MG;Ijaci;31;313040;31004;LAVRAS;2021-07-04;27;6550;386;0;10;0;;;0
Sudeste;MG;Ijaci;31;313040;31004;LAVRAS;2021-07-05;27;6550;387;1;10;0;;;0
Sudeste;MG;Ijaci;31;313040;31004;LAVRAS;2021-07-06;27;6550;387;0;10;0;;;0
Sudeste;MG;Ilicínea;31;313050;31011;TRES PONTAS;2021-07-01;26;12375;708;0;24;0;;;0
Sudeste;MG;Ilicínea;31;313050;31011;TRES PONTAS;2021-07-02;26;12375;708;0;24;0;;;0
Sudeste;MG;Ilicínea;31;313050;31011;TRES PONTAS;2021-07-03;26;12375;709;1;24;0;;;0
Sudeste;MG;Ilicínea;31;313050;31011;TRES PONTAS;2021-07-04;27;12375;710;1;24;0;;;0
Sudeste;MG;Ilicínea;31;313050;31011;TRES PONTAS;2021-07-05;27;12375;710;0;24;0;;;0
Sudeste;MG;Ilicínea;31;313050;31011;TRES PONTAS;2021-07-06;27;12375;710;0;24;0;;;0
Sudeste;MG;Imbé de Minas;31;313055;31034;CARATINGA;2021-07-01;26;6903;319;5;6;0;;;0
Sudeste;MG;Imbé de Minas;31;313055;31034;CARATINGA;2021-07-02;26;6903;319;0;6;0;;;0
Sudeste;MG;Imbé de Minas;31;313055;31034;CARATINGA;2021-07-03;26;6903;323;4;6;0;;;0
Sudeste;MG;Imbé de Minas;31;313055;31034;CARATINGA;2021-07-04;27;6903;323;0;6;0;;;0
Sudeste;MG;Imbé de Minas;31;313055;31034;CARATINGA;2021-07-05;27;6903;323;0;6;0;;;0
Sudeste;MG;Imbé de Minas;31;313055;31034;CARATINGA;2021-07-06;27;6903;324;1;6;0;;;0
Sudeste;MG;Inconfidentes;31;313060;31007;POUSO ALEGRE;2021-07-01;26;7328;464;2;8;0;;;0
Sudeste;MG;Inconfidentes;31;313060;31007;POUSO ALEGRE;2021-07-02;26;7328;464;0;8;0;;;0
Sudeste;MG;Inconfidentes;31;313060;31007;POUSO ALEGRE;2021-07-03;26;7328;466;2;8;0;;;0
Sudeste;MG;Inconfidentes;31;313060;31007;POUSO ALEGRE;2021-07-04;27;7328;471;5;8;0;;;0
Sudeste;MG;Inconfidentes;31;313060;31007;POUSO ALEGRE;2021-07-05;27;7328;471;0;8;0;;;0
Sudeste;MG;Inconfidentes;31;313060;31007;POUSO ALEGRE;2021-07-06;27;7328;471;0;8;0;;;0
Sudeste;MG;Indaiabira;31;313065;31085;TAIOBEIRAS;2021-07-01;26;7351;281;0;1;0;;;0
Sudeste;MG;Indaiabira;31;313065;31085;TAIOBEIRAS;2021-07-02;26;7351;281;0;1;0;;;0
Sudeste;MG;Indaiabira;31;313065;31085;TAIOBEIRAS;2021-07-03;26;7351;281;0;1;0;;;0
Sudeste;MG;Indaiabira;31;313065;31085;TAIOBEIRAS;2021-07-04;27;7351;281;0;1;0;;;0
Sudeste;MG;Indaiabira;31;313065;31085;TAIOBEIRAS;2021-07-05;27;7351;281;0;1;0;;;0
Sudeste;MG;Indaiabira;31;313065;31085;TAIOBEIRAS;2021-07-06;27;7351;281;0;1;0;;;0
Sudeste;MG;Indianópolis;31;313070;31075;UBERLANDIA / ARAGUARI;2021-07-01;26;6891;619;6;6;0;;;0
Sudeste;MG;Indianópolis;31;313070;31075;UBERLANDIA / ARAGUARI;2021-07-02;26;6891;624;5;6;0;;;0
Sudeste;MG;Indianópolis;31;313070;31075;UBERLANDIA / ARAGUARI;2021-07-03;26;6891;629;5;6;0;;;0
Sudeste;MG;Indianópolis;31;313070;31075;UBERLANDIA / ARAGUARI;2021-07-04;27;6891;632;3;6;0;;;0
Sudeste;MG;Indianópolis;31;313070;31075;UBERLANDIA / ARAGUARI;2021-07-05;27;6891;632;0;6;0;;;0
Sudeste;MG;Indianópolis;31;313070;31075;UBERLANDIA / ARAGUARI;2021-07-06;27;6891;632;0;6;0;;;0
Sudeste;MG;Ingaí;31;313080;31004;LAVRAS;2021-07-01;26;2767;143;0;4;0;;;0
Sudeste;MG;Ingaí;31;313080;31004;LAVRAS;2021-07-02;26;2767;144;1;4;0;;;0
Sudeste;MG;Ingaí;31;313080;31004;LAVRAS;2021-07-03;26;2767;144;0;4;0;;;0
Sudeste;MG;Ingaí;31;313080;31004;LAVRAS;2021-07-04;27;2767;144;0;4;0;;;0
Sudeste;MG;Ingaí;31;313080;31004;LAVRAS;2021-07-05;27;2767;144;0;4;0;;;0
Sudeste;MG;Ingaí;31;313080;31004;LAVRAS;2021-07-06;27;2767;147;3;4;0;;;0
Sudeste;MG;Inhapim;31;313090;31034;CARATINGA;2021-07-01;26;24140;1965;2;59;0;;;0
Sudeste;MG;Inhapim;31;313090;31034;CARATINGA;2021-07-02;26;24140;1966;1;59;0;;;0
Sudeste;MG;Inhapim;31;313090;31034;CARATINGA;2021-07-03;26;24140;1969;3;59;0;;;0
Sudeste;MG;Inhapim;31;313090;31034;CARATINGA;2021-07-04;27;24140;1972;3;59;0;;;0
Sudeste;MG;Inhapim;31;313090;31034;CARATINGA;2021-07-05;27;24140;1972;0;59;0;;;0
Sudeste;MG;Inhapim;31;313090;31034;CARATINGA;2021-07-06;27;24140;1974;2;59;0;;;0
Sudeste;MG;Inhaúma;31;313100;31024;SETE LAGOAS;2021-07-01;26;6271;660;0;19;0;;;0
Sudeste;MG;Inhaúma;31;313100;31024;SETE LAGOAS;2021-07-02;26;6271;661;1;19;0;;;0
Sudeste;MG;Inhaúma;31;313100;31024;SETE LAGOAS;2021-07-03;26;6271;664;3;19;0;;;0
Sudeste;MG;Inhaúma;31;313100;31024;SETE LAGOAS;2021-07-04;27;6271;664;0;19;0;;;0
Sudeste;MG;Inhaúma;31;313100;31024;SETE LAGOAS;2021-07-05;27;6271;664;0;19;0;;;0
Sudeste;MG;Inhaúma;31;313100;31024;SETE LAGOAS;2021-07-06;27;6271;664;0;19;0;;;0
Sudeste;MG;Inimutaba;31;313110;31019;CURVELO;2021-07-01;26;7515;538;3;16;0;;;0
Sudeste;MG;Inimutaba;31;313110;31019;CURVELO;2021-07-02;26;7515;538;0;15;-1;;;0
Sudeste;MG;Inimutaba;31;313110;31019;CURVELO;2021-07-03;26;7515;538;0;15;0;;;0
Sudeste;MG;Inimutaba;31;313110;31019;CURVELO;2021-07-04;27;7515;538;0;16;1;;;0
Sudeste;MG;Inimutaba;31;313110;31019;CURVELO;2021-07-05;27;7515;538;0;16;0;;;0
Sudeste;MG;Inimutaba;31;313110;31019;CURVELO;2021-07-06;27;7515;522;-16;16;0;;;0
Sudeste;MG;Ipaba;31;313115;31037;IPATINGA;2021-07-01;26;18607;1750;2;42;0;;;0
Sudeste;MG;Ipaba;31;313115;31037;IPATINGA;2021-07-02;26;18607;1750;0;43;1;;;0
Sudeste;MG;Ipaba;31;313115;31037;IPATINGA;2021-07-03;26;18607;1753;3;43;0;;;0
Sudeste;MG;Ipaba;31;313115;31037;IPATINGA;2021-07-04;27;18607;1753;0;43;0;;;0
Sudeste;MG;Ipaba;31;313115;31037;IPATINGA;2021-07-05;27;18607;1753;0;43;0;;;0
Sudeste;MG;Ipaba;31;313115;31037;IPATINGA;2021-07-06;27;18607;1758;5;43;0;;;0
Sudeste;MG;Ipanema;31;313120;31059;MANHUACU;2021-07-01;26;19861;2649;4;58;0;;;0
Sudeste;MG;Ipanema;31;313120;31059;MANHUACU;2021-07-02;26;19861;2655;6;58;0;;;0
Sudeste;MG;Ipanema;31;313120;31059;MANHUACU;2021-07-03;26;19861;2659;4;58;0;;;0
Sudeste;MG;Ipanema;31;313120;31059;MANHUACU;2021-07-04;27;19861;2662;3;58;0;;;0
Sudeste;MG;Ipanema;31;313120;31059;MANHUACU;2021-07-05;27;19861;2662;0;58;0;;;0
Sudeste;MG;Ipanema;31;313120;31059;MANHUACU;2021-07-06;27;19861;2663;1;58;0;;;0
Sudeste;MG;Ipatinga;31;313130;31037;IPATINGA;2021-07-01;26;263410;30709;31;850;3;;;0
Sudeste;MG;Ipatinga;31;313130;31037;IPATINGA;2021-07-02;26;263410;30746;37;851;1;;;0
Sudeste;MG;Ipatinga;31;313130;31037;IPATINGA;2021-07-03;26;263410;30819;73;855;4;;;0
Sudeste;MG;Ipatinga;31;313130;31037;IPATINGA;2021-07-04;27;263410;30855;36;857;2;;;0
Sudeste;MG;Ipatinga;31;313130;31037;IPATINGA;2021-07-05;27;263410;30860;5;857;0;;;0
Sudeste;MG;Ipatinga;31;313130;31037;IPATINGA;2021-07-06;27;263410;30888;28;857;0;;;0
Sudeste;MG;Ipiaçu;31;313140;31073;ITUIUTABA;2021-07-01;26;4221;372;1;6;0;;;0
Sudeste;MG;Ipiaçu;31;313140;31073;ITUIUTABA;2021-07-02;26;4221;372;0;6;0;;;0
Sudeste;MG;Ipiaçu;31;313140;31073;ITUIUTABA;2021-07-03;26;4221;375;3;6;0;;;0
Sudeste;MG;Ipiaçu;31;313140;31073;ITUIUTABA;2021-07-04;27;4221;375;0;6;0;;;0
Sudeste;MG;Ipiaçu;31;313140;31073;ITUIUTABA;2021-07-05;27;4221;375;0;6;0;;;0
Sudeste;MG;Ipiaçu;31;313140;31073;ITUIUTABA;2021-07-06;27;4221;385;10;6;0;;;0
Sudeste;MG;Ipuiúna;31;313150;31007;POUSO ALEGRE;2021-07-01;26;10079;1311;0;38;0;;;0
Sudeste;MG;Ipuiúna;31;313150;31007;POUSO ALEGRE;2021-07-02;26;10079;1322;11;38;0;;;0
Sudeste;MG;Ipuiúna;31;313150;31007;POUSO ALEGRE;2021-07-03;26;10079;1325;3;38;0;;;0
Sudeste;MG;Ipuiúna;31;313150;31007;POUSO ALEGRE;2021-07-04;27;10079;1325;0;38;0;;;0
Sudeste;MG;Ipuiúna;31;313150;31007;POUSO ALEGRE;2021-07-05;27;10079;1325;0;38;0;;;0
Sudeste;MG;Ipuiúna;31;313150;31007;POUSO ALEGRE;2021-07-06;27;10079;1327;2;38;0;;;0
Sudeste;MG;Iraí de Minas;31;313160;31074;PATROCINIO / MONTE CARMELO;2021-07-01;26;6987;767;5;13;0;;;0
Sudeste;MG;Iraí de Minas;31;313160;31074;PATROCINIO / MONTE CARMELO;2021-07-02;26;6987;771;4;13;0;;;0
Sudeste;MG;Iraí de Minas;31;313160;31074;PATROCINIO / MONTE CARMELO;2021-07-03;26;6987;773;2;13;0;;;0
Sudeste;MG;Iraí de Minas;31;313160;31074;PATROCINIO / MONTE CARMELO;2021-07-04;27;6987;773;0;13;0;;;0
Sudeste;MG;Iraí de Minas;31;313160;31074;PATROCINIO / MONTE CARMELO;2021-07-05;27;6987;773;0;13;0;;;0
Sudeste;MG;Iraí de Minas;31;313160;31074;PATROCINIO / MONTE CARMELO;2021-07-06;27;6987;773;0;13;0;;;0
Sudeste;MG;Itabira;31;313170;31021;ITABIRA;2021-07-01;26;120060;18494;31;355;1;;;0
Sudeste;MG;Itabira;31;313170;31021;ITABIRA;2021-07-02;26;120060;18554;60;355;0;;;0
Sudeste;MG;Itabira;31;313170;31021;ITABIRA;2021-07-03;26;120060;18610;56;355;0;;;0
Sudeste;MG;Itabira;31;313170;31021;ITABIRA;2021-07-04;27;120060;18630;20;355;0;;;0
Sudeste;MG;Itabira;31;313170;31021;ITABIRA;2021-07-05;27;120060;18636;6;355;0;;;0
Sudeste;MG;Itabira;31;313170;31021;ITABIRA;2021-07-06;27;120060;18673;37;355;0;;;0
Sudeste;MG;Itabirinha;31;313180;31038;MANTENA;2021-07-01;26;11512;1102;2;34;0;;;0
Sudeste;MG;Itabirinha;31;313180;31038;MANTENA;2021-07-02;26;11512;1102;0;35;1;;;0
Sudeste;MG;Itabirinha;31;313180;31038;MANTENA;2021-07-03;26;11512;1108;6;35;0;;;0
Sudeste;MG;Itabirinha;31;313180;31038;MANTENA;2021-07-04;27;11512;1108;0;35;0;;;0
